Evaluation1,Evaluation2,Assessement1,Evaluation3,FinalAssessement
4.26,5.26,6.2,6.26,6.93
8.16,9.16,9.12,10,8.88
6.46,7.46,7.84,8.46,8.03
7.42,8.42,8.56,9.42,8.51
6.55,7.55,7.91,8.55,8.08
5.98,6.98,7.48,7.98,7.79
8.09,9.09,9.07,10,8.85
5.71,6.71,7.28,7.71,7.66
7.51,8.51,8.63,9.51,8.56
9.93,10,10,10,9.77
7.36,8.36,8.52,9.36,8.48
3.29,4.29,5.47,5.29,6.45
9.6,10,10,10,9.6
4.73,5.73,6.55,6.73,7.17
3.99,4.99,5.99,5.99,6.8
6.88,7.88,8.16,8.88,8.24
4.25,5.25,6.19,6.25,6.92
4.8,5.8,6.6,6.8,7.2
3.66,4.66,5.74,5.66,6.63
3.83,4.83,5.87,5.83,6.72
4.25,5.25,6.19,6.25,6.93
6.42,7.42,7.81,8.42,8.01
3.93,4.93,5.95,5.93,6.77
4.65,5.65,6.49,6.65,7.13
6.46,7.46,7.84,8.46,8.03
6.25,7.25,7.69,8.25,7.93
1.98,2.98,4.49,3.98,5.79
9.16,10,9.87,10,9.38
4.01,5.01,6.01,6.01,6.8
5.53,6.53,7.15,7.53,7.56
5.56,6.56,7.17,7.56,7.58
6.09,7.09,7.57,8.09,7.84
8.23,9.23,9.17,10,8.91
4.64,5.64,6.48,6.64,7.12
4.18,5.18,6.13,6.18,6.89
5.74,6.74,7.31,7.74,7.67
4.94,5.94,6.71,6.94,7.27
7.71,8.71,8.78,9.71,8.65
8.66,9.66,9.5,10,9.13
5.82,6.82,7.37,7.82,7.71
7.66,8.66,8.74,9.66,8.63
7.34,8.34,8.5,9.34,8.47
6.93,7.93,8.2,8.93,8.27
8.77,9.77,9.58,10,9.18
2.24,3.24,4.68,4.24,5.92
10,10,10,10,9.95
8.19,9.19,9.14,10,8.89
4.79,5.79,6.59,6.79,7.19
6.52,7.52,7.89,8.52,8.06
6.12,7.12,7.59,8.12,7.86
8.34,9.34,9.26,10,8.97
5.7,6.7,7.27,7.7,7.65
9.12,10,9.84,10,9.36
3.98,4.98,5.98,5.98,6.79
5.92,6.92,7.44,7.92,7.76
4.74,5.74,6.56,6.74,7.17
6.17,7.17,7.63,8.17,7.89
9.58,10,10,10,9.59
2.21,3.21,4.66,4.21,5.91
7.73,8.73,8.8,9.73,8.66
4.15,5.15,6.11,6.15,6.87
5.83,6.83,7.37,7.83,7.71
7.67,8.67,8.75,9.67,8.64
5.46,6.46,7.1,7.46,7.53
6.39,7.39,7.79,8.39,8
4.79,5.79,6.59,6.79,7.19
9.03,10,9.78,10,9.32
4.14,5.14,6.11,6.14,6.87
8.33,9.33,9.25,10,8.97
6.59,7.59,7.94,8.59,8.09
4.58,5.58,6.43,6.58,7.09
6.11,7.11,7.58,8.11,7.85
6.44,7.44,7.83,8.44,8.02
7.39,8.39,8.54,9.39,8.49
5.67,6.67,7.25,7.67,7.63
7.91,8.91,8.93,9.91,8.75
7.01,8.01,8.26,9.01,8.31
3.86,4.86,5.89,5.86,6.73
8.07,9.07,9.05,10,8.84
5.5,6.5,7.12,7.5,7.55
4.08,5.08,6.06,6.08,6.84
7.53,8.53,8.64,9.53,8.56
4.42,5.42,6.32,6.42,7.01
8.78,9.78,9.59,10,9.19
6.5,7.5,7.87,8.5,8.05
6.29,7.29,7.72,8.29,7.95
6.05,7.05,7.54,8.05,7.83
8.82,9.82,9.62,10,9.21
6.87,7.87,8.15,8.87,8.23
9.02,10,9.76,10,9.31
4.99,5.99,6.74,6.99,7.29
7.37,8.37,8.52,9.37,8.48
6.73,7.73,8.05,8.73,8.17
2.84,3.84,5.13,4.84,6.22
8.34,9.34,9.26,10,8.97
5.6,6.6,7.2,7.6,7.6
5.28,6.28,6.96,7.28,7.44
0.97,1.97,3.73,2.97,5.28
6.08,7.08,7.56,8.08,7.84
6.05,7.05,7.53,8.05,7.82
7.25,8.25,8.44,9.25,8.43
8.44,9.44,9.33,10,9.02
5.54,6.54,7.15,7.54,7.57
10,10,10,10,10
3.43,4.43,5.57,5.43,6.51
5.48,6.48,7.11,7.48,7.54
10,10,10,10,9.94
6.61,7.61,7.96,8.61,8.11
5.65,6.65,7.24,7.65,7.63
4.89,5.89,6.67,6.89,7.24
7.73,8.73,8.8,9.73,8.67
6.62,7.62,7.96,8.62,8.11
4.96,5.96,6.72,6.96,7.28
7.03,8.03,8.27,9.03,8.31
2.43,3.43,4.82,4.43,6.02
6.73,7.73,8.05,8.73,8.17
5.75,6.75,7.32,7.75,7.68
3.38,4.38,5.53,5.38,6.49
5.57,6.57,7.18,7.57,7.58
0.04,0.96,2.97,1.96,4.78
7.23,8.23,8.42,9.23,8.41
5.11,6.11,6.83,7.11,7.35
4.67,5.67,6.5,6.67,7.14
7.01,8.01,8.26,9.01,8.31
6.49,7.49,7.87,8.49,8.04
5.69,6.69,7.26,7.69,7.64
8.34,9.34,9.26,10,8.97
7.22,8.22,8.41,9.22,8.41
5.5,6.5,7.13,7.5,7.55
5.39,6.39,7.04,7.39,7.5
2.27,3.27,4.7,4.27,5.93
7.25,8.25,8.44,9.25,8.42
6.27,7.27,7.7,8.27,7.93
4.92,5.92,6.69,6.92,7.26
9.8,10,10,10,9.7
8.12,9.12,9.09,10,8.86
10,10,10,10,10
7.08,8.08,8.31,9.08,8.34
7.63,8.63,8.72,9.63,8.61
4.77,5.77,6.58,6.77,7.19
4.7,5.7,6.52,6.7,7.15
4.46,5.46,6.34,6.46,7.03
5.41,6.41,7.06,7.41,7.51
1.99,2.99,4.49,3.99,5.8
6.68,7.68,8.01,8.68,8.14
8.99,9.99,9.74,10,9.29
6.47,7.47,7.85,8.47,8.04
4.42,5.42,6.32,6.42,7.01
5.19,6.19,6.89,7.19,7.39
3.51,4.51,5.64,5.51,6.56
9.33,10,10,10,9.46
8.59,9.59,9.45,10,9.1
4.99,5.99,6.74,6.99,7.29
4.69,5.69,6.52,6.69,7.15
4.28,5.28,6.21,6.28,6.94
7.55,8.55,8.67,9.55,8.58
6.89,7.89,8.17,8.89,8.24
8.28,9.28,9.21,10,8.94
4.93,5.93,6.7,6.93,7.26
5.9,6.9,7.42,7.9,7.75
5.51,6.51,7.13,7.51,7.55
5.11,6.11,6.83,7.11,7.35
4.52,5.52,6.39,6.52,7.06
4.59,5.59,6.44,6.59,7.09
6.37,7.37,7.78,8.37,7.98
7.39,8.39,8.55,9.39,8.5
7,8,8.25,9,8.3
3.59,4.59,5.69,5.59,6.59
0.54,1.54,3.4,2.54,5.07
8.76,9.76,9.57,10,9.18
9.09,10,9.82,10,9.35
9.21,10,9.9,10,9.4
4.6,5.6,6.45,6.6,7.1
4.87,5.87,6.65,6.87,7.23
4.68,5.68,6.51,6.68,7.14
6.37,7.37,7.78,8.37,7.99
5.69,6.69,7.27,7.69,7.65
4.91,5.91,6.68,6.91,7.25
8.16,9.16,9.12,10,8.88
6.83,7.83,8.12,8.83,8.22
9.45,10,10,10,9.53
5.59,6.59,7.19,7.59,7.6
2.58,3.58,4.94,4.58,6.09
9.18,10,9.89,10,9.39
5.19,6.19,6.89,7.19,7.39
2.51,3.51,4.88,4.51,6.05
6.42,7.42,7.82,8.42,8.01
6.43,7.43,7.82,8.43,8.01
8.65,9.65,9.49,10,9.13
5.5,6.5,7.12,7.5,7.55
6.72,7.72,8.04,8.72,8.16
3.21,4.21,5.4,5.21,6.4
5.46,6.46,7.09,7.46,7.53
6.29,7.29,7.72,8.29,7.94
3.64,4.64,5.73,5.64,6.62
7.01,8.01,8.26,9.01,8.31
6.74,7.74,8.06,8.74,8.17
5.58,6.58,7.18,7.58,7.59
4.84,5.84,6.63,6.84,7.22
7.87,8.87,8.9,9.87,8.73
4.22,5.22,6.16,6.22,6.91
9.07,10,9.8,10,9.34
7.2,8.2,8.4,9.2,8.4
6.06,7.06,7.55,8.06,7.83
7.09,8.09,8.32,9.09,8.35
9.09,10,9.82,10,9.34
7.19,8.19,8.39,9.19,8.4
4.85,5.85,6.64,6.85,7.23
7.27,8.27,8.45,9.27,8.43
3.74,4.74,5.81,5.74,6.67
5.65,6.65,7.24,7.65,7.63
1.89,2.89,4.41,3.89,5.74
3.82,4.82,5.87,5.82,6.71
3.57,4.57,5.67,5.57,6.58
6.8,7.8,8.1,8.8,8.2
4.69,5.69,6.52,6.69,7.14
3.57,4.57,5.68,5.57,6.59
5.5,6.5,7.13,7.5,7.55
7.4,8.4,8.55,9.4,8.5
4.63,5.63,6.47,6.63,7.12
5.19,6.19,6.89,7.19,7.4
9.05,10,9.79,10,9.32
5.84,6.84,7.38,7.84,7.72
3.44,4.44,5.58,5.44,6.52
7.41,8.41,8.56,9.41,8.5
5.5,6.5,7.12,7.5,7.55
7.65,8.65,8.74,9.65,8.62
5.51,6.51,7.13,7.51,7.55
2.45,3.45,4.84,4.45,6.02
7.14,8.14,8.35,9.14,8.37
10,10,10,10,10
9.54,10,10,10,9.57
6.46,7.46,7.85,8.46,8.03
6.16,7.16,7.62,8.16,7.88
4.37,5.37,6.28,6.37,6.98
4.52,5.52,6.39,6.52,7.06
5.09,6.09,6.82,7.09,7.35
5.55,6.55,7.16,7.55,7.58
6.43,7.43,7.82,8.43,8.02
5.28,6.28,6.96,7.28,7.44
6.08,7.08,7.56,8.08,7.84
4.36,5.36,6.27,6.36,6.98
8.28,9.28,9.21,10,8.94
5.96,6.96,7.47,7.96,7.78
8.55,9.55,9.41,10,9.07
5.44,6.44,7.08,7.44,7.52
8.82,9.82,9.61,10,9.21
5.29,6.29,6.97,7.29,7.44
5.45,6.45,7.09,7.45,7.53
3.27,4.27,5.45,5.27,6.44
2.18,3.18,4.64,4.18,5.89
10,10,10,10,10
3.51,4.51,5.63,5.51,6.55
10,10,10,10,10
4.3,5.3,6.23,6.3,6.95
2.6,3.6,4.95,4.6,6.1
4.27,5.27,6.2,6.27,6.94
7.78,8.78,8.83,9.78,8.69
5.21,6.21,6.91,7.21,7.4
3.94,4.94,5.96,5.94,6.77
8.62,9.62,9.47,10,9.11
4.38,5.38,6.29,6.38,6.99
4.65,5.65,6.49,6.65,7.13
5.34,6.34,7,7.34,7.47
7.73,8.73,8.8,9.73,8.66
5.26,6.26,6.95,7.26,7.43
9.43,10,10,10,9.52
1.45,2.45,4.09,3.45,5.53
9.27,10,9.95,10,9.43
6.58,7.58,7.93,8.58,8.09
5.64,6.64,7.23,7.64,7.62
5.69,6.69,7.26,7.69,7.64
6.47,7.47,7.85,8.47,8.03
5.07,6.07,6.8,7.07,7.34
5.24,6.24,6.93,7.24,7.42
6.97,7.97,8.23,8.97,8.28
6.3,7.3,7.73,8.3,7.95
3.46,4.46,5.59,5.46,6.53
0.64,1.64,3.48,2.64,5.12
7.63,8.63,8.72,9.63,8.61
3.79,4.79,5.84,5.79,6.69
4.96,5.96,6.72,6.96,7.28
4.81,5.81,6.6,6.81,7.2
4.12,5.12,6.09,6.12,6.86
7.34,8.34,8.51,9.34,8.47
7.35,8.35,8.51,9.35,8.48
8.15,9.15,9.11,10,8.87
5.93,6.93,7.45,7.93,7.77
5.4,6.4,7.05,7.4,7.5
6.31,7.31,7.73,8.31,7.96
3.36,4.36,5.52,5.36,6.48
7.91,8.91,8.93,9.91,8.75
5.66,6.66,7.25,7.66,7.63
5.99,6.99,7.49,7.99,7.79
5.85,6.85,7.39,7.85,7.72
9.05,10,9.79,10,9.33
4.85,5.85,6.64,6.85,7.22
8.72,9.72,9.54,10,9.16
6.04,7.04,7.53,8.04,7.82
9.72,10,10,10,9.66
7.22,8.22,8.42,9.22,8.41
6.98,7.98,8.24,8.98,8.29
5.68,6.68,7.26,7.68,7.64
7.22,8.22,8.41,9.22,8.41
6.52,7.52,7.89,8.52,8.06
7.55,8.55,8.66,9.55,8.57
5.69,6.69,7.27,7.69,7.65
6.86,7.86,8.15,8.86,8.23
4.74,5.74,6.55,6.74,7.17
6.55,7.55,7.91,8.55,8.08
5.15,6.15,6.86,7.15,7.37
6.61,7.61,7.96,8.61,8.11
5.78,6.78,7.34,7.78,7.69
10,10,10,10,10
7.95,8.95,8.97,9.95,8.78
6.04,7.04,7.53,8.04,7.82
6.08,7.08,7.56,8.08,7.84
6.11,7.11,7.58,8.11,7.85
8.05,9.05,9.03,10,8.82
10,10,10,10,9.89
3.63,4.63,5.72,5.63,6.62
3.53,4.53,5.65,5.53,6.57
7.93,8.93,8.94,9.93,8.76
6.17,7.17,7.63,8.17,7.89
5.77,6.77,7.32,7.77,7.68
9.62,10,10,10,9.61
5.93,6.93,7.45,7.93,7.77
6.74,7.74,8.06,8.74,8.17
3.16,4.16,5.37,5.16,6.38
3.36,4.36,5.52,5.36,6.48
6.71,7.71,8.03,8.71,8.15
4.91,5.91,6.69,6.91,7.26
6.9,7.9,8.18,8.9,8.25
4.43,5.43,6.33,6.43,7.02
4.79,5.79,6.59,6.79,7.2
6.27,7.27,7.7,8.27,7.93
8.61,9.61,9.46,10,9.1
2.24,3.24,4.68,4.24,5.92
6.23,7.23,7.67,8.23,7.91
3.32,4.32,5.49,5.32,6.46
4.8,5.8,6.6,6.8,7.2
7.92,8.92,8.94,9.92,8.76
9.31,10,9.98,10,9.45
3.5,4.5,5.62,5.5,6.55
5.76,6.76,7.32,7.76,7.68
5.91,6.91,7.43,7.91,7.75
6.32,7.32,7.74,8.32,7.96
7.06,8.06,8.3,9.06,8.33
4.52,5.52,6.39,6.52,7.06
5.65,6.65,7.24,7.65,7.63
6.81,7.81,8.11,8.81,8.2
4.25,5.25,6.19,6.25,6.93
3.32,4.32,5.49,5.32,6.46
10,10,10,10,9.87
5.78,6.78,7.34,7.78,7.69
1.43,2.43,4.07,3.43,5.52
6.13,7.13,7.6,8.13,7.87
3.86,4.86,5.89,5.86,6.73
6.35,7.35,7.76,8.35,7.97
2,3,4.5,4,5.8
6.17,7.17,7.63,8.17,7.89
4.89,5.89,6.67,6.89,7.24
2.86,3.86,5.14,4.86,6.23
8.42,9.42,9.31,10,9.01
4.69,5.69,6.52,6.69,7.14
5.9,6.9,7.43,7.9,7.75
6.25,7.25,7.69,8.25,7.93
5.03,6.03,6.77,7.03,7.32
6.94,7.94,8.21,8.94,8.27
5.74,6.74,7.31,7.74,7.67
3.62,4.62,5.71,5.62,6.61
4.29,5.29,6.22,6.29,6.95
3.38,4.38,5.54,5.38,6.49
4.69,5.69,6.51,6.69,7.14
6.19,7.19,7.64,8.19,7.89
7.37,8.37,8.53,9.37,8.49
2.13,3.13,4.6,4.13,5.87
7.45,8.45,8.58,9.45,8.52
3.53,4.53,5.64,5.53,6.56
7.5,8.5,8.63,9.5,8.55
2.62,3.62,4.97,4.62,6.11
7.16,8.16,8.37,9.16,8.38
7.28,8.28,8.46,9.28,8.44
3.8,4.8,5.85,5.8,6.7
9.56,10,10,10,9.58
5.77,6.77,7.33,7.77,7.68
4.07,5.07,6.06,6.07,6.84
9.94,10,10,10,9.77
5.36,6.36,7.02,7.36,7.48
4.72,5.72,6.54,6.72,7.16
4.12,5.12,6.09,6.12,6.86
6.91,7.91,8.18,8.91,8.25
6.09,7.09,7.57,8.09,7.85
3.98,4.98,5.99,5.98,6.79
3.1,4.1,5.32,5.1,6.35
3.53,4.53,5.65,5.53,6.56
4.82,5.82,6.61,6.82,7.21
4.14,5.14,6.11,6.14,6.87
6.94,7.94,8.2,8.94,8.27
7.15,8.15,8.36,9.15,8.37
9.92,10,10,10,9.76
4.76,5.76,6.57,6.76,7.18
5.14,6.14,6.86,7.14,7.37
8.22,9.22,9.17,10,8.91
8.05,9.05,9.04,10,8.82
6.12,7.12,7.59,8.12,7.86
3.59,4.59,5.69,5.59,6.6
4.93,5.93,6.69,6.93,7.26
5.38,6.38,7.03,7.38,7.49
5.81,6.81,7.36,7.81,7.71
3.62,4.62,5.71,5.62,6.61
2.2,3.2,4.65,4.2,5.9
5.5,6.5,7.13,7.5,7.55
7.67,8.67,8.75,9.67,8.63
3.8,4.8,5.85,5.8,6.7
7.34,8.34,8.5,9.34,8.47
5.18,6.18,6.89,7.18,7.39
7.49,8.49,8.61,9.49,8.54
9.75,10,10,10,9.67
7.87,8.87,8.9,9.87,8.74
10,10,10,10,10
3.36,4.36,5.52,5.36,6.48
8.49,9.49,9.37,10,9.04
5.38,6.38,7.04,7.38,7.49
2.07,3.07,4.55,4.07,5.84
7.44,8.44,8.58,9.44,8.52
8.2,9.2,9.15,10,8.9
0.63,1.63,3.47,2.63,5.11
6.46,7.46,7.85,8.46,8.03
7.47,8.47,8.6,9.47,8.53
5.94,6.94,7.46,7.94,7.77
6.62,7.62,7.96,8.62,8.11
6.56,7.56,7.92,8.56,8.08
4.66,5.66,6.49,6.66,7.13
5.42,6.42,7.06,7.42,7.51
7.76,8.76,8.82,9.76,8.68
6.88,7.88,8.16,8.88,8.24
5.37,6.37,7.03,7.37,7.48
6.47,7.47,7.85,8.47,8.04
7.74,8.74,8.81,9.74,8.67
6.66,7.66,8,8.66,8.13
6.47,7.47,7.85,8.47,8.04
5.49,6.49,7.12,7.49,7.54
4.76,5.76,6.57,6.76,7.18
7.45,8.45,8.59,9.45,8.53
3.94,4.94,5.95,5.94,6.77
4.29,5.29,6.22,6.29,6.95
5.75,6.75,7.31,7.75,7.68
5.45,6.45,7.09,7.45,7.52
4.88,5.88,6.66,6.88,7.24
7.51,8.51,8.63,9.51,8.55
3.75,4.75,5.81,5.75,6.67
6.52,7.52,7.89,8.52,8.06
3.9,4.9,5.92,5.9,6.75
5.45,6.45,7.09,7.45,7.52
7.16,8.16,8.37,9.16,8.38
8.43,9.43,9.32,10,9.01
6.62,7.62,7.97,8.62,8.11
0.28,1.28,3.21,2.28,4.94
6.78,7.78,8.09,8.78,8.19
1.11,2.11,3.83,3.11,5.36
4.47,5.47,6.35,6.47,7.03
5.63,6.63,7.23,7.63,7.62
3.27,4.27,5.45,5.27,6.43
6.15,7.15,7.61,8.15,7.87
2.91,3.91,5.18,4.91,6.25
2.41,3.41,4.81,4.41,6.01
6.42,7.42,7.81,8.42,8.01
7.15,8.15,8.36,9.15,8.38
4.6,5.6,6.45,6.6,7.1
4.68,5.68,6.51,6.68,7.14
6.55,7.55,7.91,8.55,8.07
4.55,5.55,6.41,6.55,7.08
7.23,8.23,8.42,9.23,8.41
6.95,7.95,8.21,8.95,8.27
3.67,4.67,5.76,5.67,6.64
9.91,10,10,10,9.75
8.2,9.2,9.15,10,8.9
8.35,9.35,9.27,10,8.98
7,8,8.25,9,8.3
8.68,9.68,9.51,10,9.14
8.99,9.99,9.74,10,9.3
8.69,9.69,9.52,10,9.14
5.85,6.85,7.39,7.85,7.73
5.77,6.77,7.33,7.77,7.68
6.34,7.34,7.76,8.34,7.97
5.83,6.83,7.37,7.83,7.72
8.72,9.72,9.54,10,9.16
4.08,5.08,6.06,6.08,6.84
3.48,4.48,5.61,5.48,6.54
3.41,4.41,5.55,5.41,6.5
7.57,8.57,8.68,9.57,8.58
4.92,5.92,6.69,6.92,7.26
4.65,5.65,6.49,6.65,7.13
5.65,6.65,7.24,7.65,7.63
3.52,4.52,5.64,5.52,6.56
8.67,9.67,9.5,10,9.14
4.38,5.38,6.28,6.38,6.99
10,10,10,10,10
2.75,3.75,5.06,4.75,6.18
6.54,7.54,7.9,8.54,8.07
6.47,7.47,7.85,8.47,8.03
2.44,3.44,4.83,4.44,6.02
8.35,9.35,9.26,10,8.98
2.8,3.8,5.1,4.8,6.2
5.65,6.65,7.24,7.65,7.63
6.74,7.74,8.06,8.74,8.17
7.28,8.28,8.46,9.28,8.44
5.07,6.07,6.8,7.07,7.34
1.14,2.14,3.86,3.14,5.37
3.6,4.6,5.7,5.6,6.6
4.36,5.36,6.27,6.36,6.98
2.97,3.97,5.23,4.97,6.28
9.24,10,9.93,10,9.42
3.59,4.59,5.69,5.59,6.59
8.8,9.8,9.6,10,9.2
6.06,7.06,7.55,8.06,7.83
4.93,5.93,6.69,6.93,7.26
5.51,6.51,7.14,7.51,7.56
6.16,7.16,7.62,8.16,7.88
2.92,3.92,5.19,4.92,6.26
7.69,8.69,8.77,9.69,8.65
6.67,7.67,8.01,8.67,8.14
5.78,6.78,7.34,7.78,7.69
8.78,9.78,9.58,10,9.19
6.76,7.76,8.07,8.76,8.18
6.53,7.53,7.9,8.53,8.07
4.9,5.9,6.68,6.9,7.25
4.89,5.89,6.67,6.89,7.24
6.28,7.28,7.71,8.28,7.94
7.42,8.42,8.57,9.42,8.51
7.29,8.29,8.47,9.29,8.45
4.46,5.46,6.34,6.46,7.03
7.71,8.71,8.79,9.71,8.66
6.88,7.88,8.16,8.88,8.24
9.6,10,10,10,9.6
9.05,10,9.79,10,9.33
4.56,5.56,6.42,6.56,7.08
8.17,9.17,9.13,10,8.89
8.23,9.23,9.17,10,8.91
7.21,8.21,8.41,9.21,8.41
6.83,7.83,8.12,8.83,8.22
7.96,8.96,8.97,9.96,8.78
5.62,6.62,7.22,7.62,7.61
7.14,8.14,8.35,9.14,8.37
7.45,8.45,8.59,9.45,8.52
5.11,6.11,6.83,7.11,7.35
9.52,10,10,10,9.56
7.03,8.03,8.27,9.03,8.31
4.42,5.42,6.32,6.42,7.01
5.4,6.4,7.05,7.4,7.5
2.19,3.19,4.64,4.19,5.9
3.06,4.06,5.3,5.06,6.33
7.63,8.63,8.72,9.63,8.62
3.25,4.25,5.43,5.25,6.42
7.52,8.52,8.64,9.52,8.56
2.06,3.06,4.54,4.06,5.83
6.57,7.57,7.93,8.57,8.08
5.51,6.51,7.13,7.51,7.55
6.26,7.26,7.69,8.26,7.93
8.71,9.71,9.54,10,9.16
5.37,6.37,7.03,7.37,7.49
9.11,10,9.83,10,9.36
4.31,5.31,6.23,6.31,6.95
5.45,6.45,7.09,7.45,7.53
3.8,4.8,5.85,5.8,6.7
9.19,10,9.89,10,9.39
3.15,4.15,5.36,5.15,6.37
5.29,6.29,6.97,7.29,7.45
10,10,10,10,10
5.16,6.16,6.87,7.16,7.38
9.57,10,10,10,9.59
8.66,9.66,9.49,10,9.13
7.1,8.1,8.32,9.1,8.35
8.19,9.19,9.14,10,8.89
5.93,6.93,7.45,7.93,7.76
8.01,9.01,9,10,8.8
5.84,6.84,7.38,7.84,7.72
3.02,4.02,5.27,5.02,6.31
9.34,10,10,10,9.47
10,10,10,10,9.97
4.41,5.41,6.31,6.41,7.01
4.77,5.77,6.58,6.77,7.19
4.8,5.8,6.6,6.8,7.2
5.2,6.2,6.9,7.2,7.4
3.13,4.13,5.35,5.13,6.37
6.59,7.59,7.94,8.59,8.09
5.65,6.65,7.24,7.65,7.63
5.37,6.37,7.03,7.37,7.49
8.36,9.36,9.27,10,8.98
5.95,6.95,7.46,7.95,7.78
7.83,8.83,8.87,9.83,8.71
3.62,4.62,5.72,5.62,6.61
4.51,5.51,6.38,6.51,7.05
4.76,5.76,6.57,6.76,7.18
4.76,5.76,6.57,6.76,7.18
4.75,5.75,6.56,6.75,7.17
6.13,7.13,7.6,8.13,7.87
6.5,7.5,7.88,8.5,8.05
5.66,6.66,7.25,7.66,7.63
9.55,10,10,10,9.58
9.72,10,10,10,9.66
7.6,8.6,8.7,9.6,8.6
5.53,6.53,7.14,7.53,7.56
5.31,6.31,6.99,7.31,7.46
8.06,9.06,9.05,10,8.83
8.04,9.04,9.03,10,8.82
5.64,6.64,7.23,7.64,7.62
2.15,3.15,4.61,4.15,5.88
9.72,10,10,10,9.66
7.03,8.03,8.28,9.03,8.32
5.13,6.13,6.84,7.13,7.36
8.69,9.69,9.51,10,9.14
5.46,6.46,7.1,7.46,7.53
6.42,7.42,7.82,8.42,8.01
3.39,4.39,5.54,5.39,6.5
4.59,5.59,6.44,6.59,7.09
8.99,9.99,9.74,10,9.29
5.66,6.66,7.25,7.66,7.63
2.75,3.75,5.07,4.75,6.18
3.9,4.9,5.93,5.9,6.75
7.78,8.78,8.83,9.78,8.69
7.95,8.95,8.96,9.95,8.78
5.53,6.53,7.15,7.53,7.57
3.34,4.34,5.5,5.34,6.47
3.7,4.7,5.77,5.7,6.65
8.37,9.37,9.27,10,8.98
10,10,10,10,10
8.64,9.64,9.48,10,9.12
7.38,8.38,8.53,9.38,8.49
7.18,8.18,8.39,9.18,8.39
8.32,9.32,9.24,10,8.96
7.84,8.84,8.88,9.84,8.72
3.37,4.37,5.53,5.37,6.49
5.38,6.38,7.03,7.38,7.49
3.1,4.1,5.33,5.1,6.35
6.05,7.05,7.54,8.05,7.83
9.05,10,9.79,10,9.33
8.58,9.58,9.44,10,9.09
3.8,4.8,5.85,5.8,6.7
8.81,9.81,9.6,10,9.2
4.51,5.51,6.38,6.51,7.05
5.57,6.57,7.18,7.57,7.58
9.22,10,9.92,10,9.41
6.18,7.18,7.63,8.18,7.89
4.38,5.38,6.28,6.38,6.99
7.99,8.99,8.99,9.99,8.79
5.94,6.94,7.46,7.94,7.77
5.75,6.75,7.31,7.75,7.67
8.21,9.21,9.16,10,8.91
5,6,6.75,7,7.3
3.25,4.25,5.44,5.25,6.43
8.17,9.17,9.13,10,8.88
6.58,7.58,7.93,8.58,8.09
8.32,9.32,9.24,10,8.96
8.33,9.33,9.25,10,8.97
8.96,9.96,9.72,10,9.28
4.82,5.82,6.61,6.82,7.21
6.59,7.59,7.94,8.59,8.09
7.27,8.27,8.45,9.27,8.43
8.26,9.26,9.19,10,8.93
8.09,9.09,9.07,10,8.85
5.76,6.76,7.32,7.76,7.68
5.12,6.12,6.84,7.12,7.36
3.97,4.97,5.98,5.97,6.78
4.84,5.84,6.63,6.84,7.22
8.91,9.91,9.69,10,9.26
7.71,8.71,8.78,9.71,8.65
9.7,10,10,10,9.65
9.61,10,10,10,9.61
4.61,5.61,6.46,6.61,7.11
3.81,4.81,5.85,5.81,6.7
4.96,5.96,6.72,6.96,7.28
8.21,9.21,9.16,10,8.9
5.33,6.33,7,7.33,7.46
5.35,6.35,7.01,7.35,7.48
8.02,9.02,9.01,10,8.81
4.87,5.87,6.65,6.87,7.24
4.07,5.07,6.05,6.07,6.83
7.14,8.14,8.35,9.14,8.37
6.11,7.11,7.58,8.11,7.85
4.3,5.3,6.23,6.3,6.95
9.04,10,9.78,10,9.32
5,6,6.75,7,7.3
5.21,6.21,6.91,7.21,7.41
4.39,5.39,6.3,6.39,7
8.21,9.21,9.16,10,8.91
6.97,7.97,8.23,8.97,8.28
6.15,7.15,7.62,8.15,7.88
7.06,8.06,8.3,9.06,8.33
7.46,8.46,8.59,9.46,8.53
5.37,6.37,7.03,7.37,7.49
8.8,9.8,9.6,10,9.2
7.07,8.07,8.3,9.07,8.34
9.97,10,10,10,9.78
6.41,7.41,7.81,8.41,8
5.99,6.99,7.49,7.99,7.79
8.42,9.42,9.32,10,9.01
7.36,8.36,8.52,9.36,8.48
8.31,9.31,9.23,10,8.95
5.33,6.33,7,7.33,7.46
7.49,8.49,8.62,9.49,8.54
5.73,6.73,7.3,7.73,7.66
3.87,4.87,5.9,5.87,6.74
4.37,5.37,6.27,6.37,6.98
10,10,10,10,10
6.31,7.31,7.73,8.31,7.95
3.1,4.1,5.33,5.1,6.35
5.11,6.11,6.83,7.11,7.36
6.56,7.56,7.92,8.56,8.08
3.6,4.6,5.7,5.6,6.6
6.38,7.38,7.78,8.38,7.99
3.67,4.67,5.75,5.67,6.64
4.42,5.42,6.32,6.42,7.01
9.03,10,9.77,10,9.31
5.08,6.08,6.81,7.08,7.34
4.23,5.23,6.17,6.23,6.91
5.82,6.82,7.36,7.82,7.71
6.72,7.72,8.04,8.72,8.16
7.1,8.1,8.33,9.1,8.35
6.12,7.12,7.59,8.12,7.86
7.16,8.16,8.37,9.16,8.38
7.58,8.58,8.69,9.58,8.59
5.53,6.53,7.15,7.53,7.57
5.04,6.04,6.78,7.04,7.32
5.16,6.16,6.87,7.16,7.38
2.27,3.27,4.7,4.27,5.93
